id,sold,main_salary,second_salary,annual_bonus,loan_os,house_value_change,bank_balance_main,credit_card_bal,car_loan,used_bank_overdraft,owns_property,remarried,divorce,age,shares,savings,children,areacode,credit_card,blah
222,0,36000,0,0,-107,0,582,802,0,1,0,0,0,25,0,0,0,5,Y,N
223,0,0,0,9,-98,0,1382,1401,0,0,1,0,0,54,128,1681,0,8,Y,O
224,1,24000,0,0,-263,0,41,4123,1000,0,0,0,0,35,73,0,2,2,N,P
225,0,17000,0,0,-716,0,0,1114,0,1,1,0,0,30,0,1089,1,9,Y,Q
226,0,0,0,0,0,0,44,0,0,0,0,0,0,18,0,0,4,2,N,R
227,0,25000,0,0,-276,0,279,1771,0,0,0,0,0,21,0,854,2,1,Y,S
228,1,25000,0,0,-25,0,141,1196,0,0,0,0,0,20,28,823,2,7,Y,T
229,0,0,0,0,-65,2000,16,1304,11000,0,0,0,0,34,0,0,0,1,N,U
230,0,23000,0,0,-105,1000,149,1141,0,1,0,0,0,35,9,3852,0,5,Y,V
231,0,31000,1000,0,-119,2000,5843,3848,0,0,1,0,0,47,24,2030,0,9,N,W
232,0,0,0,0,0,0,3,0,0,0,0,0,0,19,0,35,4,7,N,X
233,0,8000,0,0,-46,0,105,612,0,1,0,0,0,38,0,73,0,4,Y,Y
234,0,17000,0,0,-62,0,136,916,0,0,0,0,0,32,0,473,0,1,Y,Z
235,0,386000,0,4050,-26400,0,522776,353165,0,0,0,0,0,48,117714,787,0,1,N,A
236,0,26000,0,0,-643,0,424,3400,0,1,0,0,0,25,0,4636,0,2,Y,B
237,0,39000,0,0,-63,0,321,4396,0,0,0,0,0,33,0,11225,0,4,N,C
238,0,18000,1000,0,0,5000,14344,750,0,0,1,0,0,29,2500,451,0,8,N,D
239,0,1000,0,0,0,0,522,0,0,0,0,0,0,18,0,0,0,1,N,E
240,0,18000,0,0,-817,0,80,2647,0,0,1,0,0,42,0,241,0,3,Y,F
241,0,52000,0,0,-248,1000,14486,31,0,0,1,0,0,36,23,40669,0,1,N,G
242,0,23000,0,0,-116,0,2,2131,0,1,0,0,0,30,0,2257,0,3,Y,H
243,1,18000,0,0,-640,-2000,127,2744,0,1,0,0,0,21,0,609,2,1,Y,I
244,1,6000,0,0,-14,0,6,839,0,0,0,0,0,42,0,0,4,1,N,J
245,0,22000,0,0,-19,0,1423,4404,0,0,0,0,0,28,0,3098,0,1,N,K
246,0,21000,0,0,-13,0,2342,1719,0,0,1,0,0,36,0,109,0,4,N,L
247,0,7000,0,0,-8,0,636,142,0,0,0,0,0,21,0,0,4,4,Y,M
248,0,20000,0,0,-5,-2000,4216,2871,0,0,0,0,0,25,519,0,0,1,N,N
249,0,12000,0,0,0,0,1762,475,0,0,0,0,0,40,0,0,0,5,Y,O
250,0,15000,1000,0,-16,1000,2273,542,0,0,0,0,0,35,0,1729,0,4,N,P
251,0,9000,0,0,-157,-7000,115,121,9000,0,0,0,0,22,0,0,0,1,N,Q
252,0,44000,0,0,-237,5000,8727,1985,0,0,1,0,0,22,0,0,0,8,Y,R
253,0,39000,0,0,-18,0,9,4025,0,1,1,0,0,39,675,5247,2,8,Y,S
254,0,9000,0,0,-2,0,1142,109,0,0,0,0,0,31,219,0,0,1,N,T
255,0,20000,0,0,-135,0,74,1915,1000,1,0,0,0,28,0,0,0,4,N,U
256,0,24000,1000,0,-14,2000,4698,2864,0,0,0,0,0,28,0,0,0,2,Y,V
257,0,34000,0,1,-6,4000,9597,2182,0,0,0,0,0,59,39,154,0,4,N,W
258,0,13000,0,0,-29,1000,1120,302,0,0,0,0,0,26,311,0,0,1,Y,X
259,0,35000,3000,0,-228,1000,688,1035,0,0,1,0,0,36,0,2327,4,5,Y,Y
260,0,14000,0,0,-11,0,0,750,0,1,0,0,0,20,0,0,0,6,Y,Z
261,0,22000,1000,0,-12,2000,3732,461,0,0,0,0,0,70,0,0,4,6,N,A
262,0,25000,0,1,0,1000,4762,1673,0,0,0,0,0,42,4,0,0,1,N,B
263,0,3000,0,0,0,0,36,206,0,0,0,0,0,18,8,294,0,5,N,C
264,0,48000,0,0,-1,-6000,14528,1528,19000,0,0,0,0,40,0,9777,0,4,N,D
265,0,9000,0,0,-23,0,8,381,0,1,0,0,0,29,0,10,0,6,N,E
266,0,18000,0,0,-399,0,0,1318,0,1,0,0,0,24,0,0,0,1,Y,F
267,0,0,0,0,0,-1000,44,0,0,0,0,0,0,19,0,0,2,1,N,G
268,0,26000,0,237,0,7000,18410,233,0,0,1,0,0,24,27141,0,0,1,N,H
269,1,7000,0,0,-39,0,1,755,0,1,0,0,0,24,0,307,2,6,Y,I
270,0,42000,0,0,-87,0,4349,4533,0,0,0,0,0,24,0,1622,3,4,N,J
271,0,0,0,0,-3,3000,5,4560,0,0,0,0,0,43,0,1087,0,5,N,K
272,0,1000,0,0,0,0,487,8,0,0,0,0,0,18,0,0,4,1,N,L
273,1,11000,0,0,-53,0,16,302,0,0,0,0,1,24,52,65,0,1,N,M
274,0,0,0,0,-5,0,102,40,0,0,0,0,0,18,0,18,0,5,N,N
275,0,0,0,0,-99,0,302,1462,0,1,0,0,0,44,34,1580,0,7,N,O
276,0,78000,0,0,-85,1000,52,11396,2000,1,0,0,0,28,0,0,0,2,Y,P
277,0,24000,0,0,-7267,6000,13955,847,0,0,1,0,0,35,0,0,2,6,N,Q
278,0,32000,1000,0,0,1000,6271,10,0,0,0,0,0,24,0,0,0,1,N,R
279,0,0,0,0,0,0,242,12,0,0,0,0,0,18,0,0,0,5,N,S
280,0,0,1000,4,-591,2000,952,4160,0,0,0,0,0,39,0,10583,4,5,Y,T
281,0,54000,6000,0,0,10000,19582,1224,0,0,0,0,0,24,0,40,0,4,N,U
282,0,11000,0,0,-208,0,0,996,0,1,0,0,0,19,71,2429,4,6,Y,V
283,0,30000,2000,0,-55,4000,5066,1001,0,0,0,0,0,27,10,1787,0,6,N,W
284,0,18000,0,0,-5,0,1195,276,0,0,0,0,0,44,0,0,0,2,N,X
285,1,10000,0,0,-245,0,0,570,0,1,0,0,0,37,0,2495,4,3,Y,Y
286,0,12000,0,0,-369,0,0,984,0,1,0,0,0,24,0,0,1,9,Y,Z
287,0,13000,0,0,-10,1000,760,748,0,0,0,0,0,35,0,1012,0,7,N,A
288,0,20000,0,0,-232,0,1,4797,0,1,0,0,0,26,0,0,0,7,Y,B
289,0,15000,0,8,-61,0,87,731,0,0,0,0,0,21,51,0,4,7,Y,C
290,0,30000,0,152,-2,0,3673,2431,0,0,0,0,0,40,298,0,0,1,N,D
291,0,0,0,0,0,0,193,5,0,0,0,0,0,18,0,0,0,1,N,E
292,0,0,2000,0,-63,0,1324,0,0,0,1,0,0,43,0,0,0,1,Y,F
293,0,48000,0,0,-31454,2000,0,0,40000,0,1,0,0,30,0,0,0,1,N,G
294,0,14000,0,0,-1,0,1407,1043,0,0,0,0,0,29,0,0,0,1,N,H
295,0,1000,0,0,0,0,730,0,0,0,0,0,0,18,0,0,0,6,N,I
296,0,9000,0,0,-1,0,546,95,0,0,0,0,0,25,0,0,0,4,N,J
297,0,0,0,0,-96,6000,6570,0,0,0,0,0,0,18,0,0,4,2,N,K
298,0,31000,0,371,-10,3000,3235,1958,2000,0,0,0,0,48,0,0,0,4,N,L
